month,group,district,count
2011-09,AUTO THEFTS,Q,24
2013-05,"NUISANCE, MISCHIEF",J,25
2011-10,OTHER VICE,R,1
2013-08,BURGLARY,Q,25
2013-07,NARCOTICS COMPLAINTS,S,11
2013-09,BURGLARY,F,41
2011-01,"PERSONS - LOST, FOUND, MISSING",U,5
2012-07,RECKLESS BURNING,L,2
2011-05,OTHER PROPERTY,R,30
2012-05,LIQUOR VIOLATIONS,O,111
2011-11,ROBBERY,C,5
2013-12,ANIMAL COMPLAINTS,W,7
2013-07,"PROPERTY - MISSING, FOUND",F,18
2012-08,CAR PROWL,D,66
2011-03,PERSON DOWN/INJURY,K,13
2011-10,ASSAULTS,G,17
2013-10,WEAPONS CALLS,Q,1
2011-08,MISCELLANEOUS MISDEMEANORS,M,23
2011-07,FALSE ALARMS,R,77
2011-08,NARCOTICS COMPLAINTS,Q,8
2012-08,"PROPERTY - MISSING, FOUND",S,8
2011-03,SHOPLIFTING,S,9
2011-06,AUTO THEFTS,E,21
2011-11,AUTO THEFTS,B,27
2013-09,ROBBERY,S,15
2012-05,DISTURBANCES,L,177
2011-05,FALSE ALARMS,D,27
2012-04,FALSE ALARMS,M,31
2012-03,FRAUD CALLS,W,22
2011-04,ASSAULTS,99,1
2011-08,HAZARDS,L,9
2013-07,TRAFFIC RELATED CALLS,J,316
2012-03,LIQUOR VIOLATIONS,B,13
2013-02,HOMICIDE,N,1
2011-05,OTHER VICE,G,1
2011-03,ASSAULTS,U,11
2012-09,MENTAL HEALTH,B,62
2013-07,ARREST,C,8
2013-08,PROPERTY DAMAGE,U,27
2013-08,ACCIDENT INVESTIGATION,D,117
2012-05,MISCELLANEOUS MISDEMEANORS,U,19
2013-11,"PROPERTY - MISSING, FOUND",Q,5
2012-08,TRESPASS,G,31
2012-01,DRIVE BY (NO INJURY),J,1
2013-04,MENTAL HEALTH,F,26
2012-03,LIQUOR VIOLATIONS,M,192
2013-04,TRAFFIC RELATED CALLS,Q,208
2012-02,DISTURBANCES,D,158
2011-02,CAR PROWL,C,27
2013-05,PROSTITUTION,O,1
2012-12,NARCOTICS COMPLAINTS,L,6
2013-05,NARCOTICS COMPLAINTS,N,15
2011-11,ROBBERY,L,6
2012-11,FRAUD CALLS,N,22
2011-06,FRAUD CALLS,O,17
2011-10,OTHER VICE,K,1
2012-12,DISTURBANCES,E,172
2013-01,WEAPONS CALLS,G,3
2013-06,AUTO THEFTS,W,21
2011-02,ASSAULTS,S,16
2012-03,FALSE ALARMS,D,30
2011-04,"PERSONS - LOST, FOUND, MISSING",S,12
2011-06,WEAPONS CALLS,Q,1
2011-01,TRAFFIC RELATED CALLS,D,343
2013-03,OTHER PROPERTY,R,28
2013-05,LEWD CONDUCT,F,2
2013-06,"THREATS, HARASSMENT",K,17
2013-07,"PERSONS - LOST, FOUND, MISSING",D,4
2012-05,FRAUD CALLS,N,21
2011-07,NARCOTICS COMPLAINTS,L,11
2013-01,TRAFFIC RELATED CALLS,M,201
2012-11,MISCELLANEOUS MISDEMEANORS,Q,5
2013-07,ARREST,R,7
2013-09,"PERSONS - LOST, FOUND, MISSING",D,8
2013-04,PERSON DOWN/INJURY,B,12
2012-03,DISTURBANCES,D,191
2011-08,PERSON DOWN/INJURY,E,13
2011-01,PROWLER,F,1
2013-10,SHOPLIFTING,W,23
2011-12,SUSPICIOUS CIRCUMSTANCES,O,195
2011-03,ASSAULTS,E,33
2013-08,MISCELLANEOUS MISDEMEANORS,M,20
2012-05,SUSPICIOUS CIRCUMSTANCES,O,214
2012-04,DISTURBANCES,U,257
2011-04,MISCELLANEOUS MISDEMEANORS,B,1
2012-01,PROPERTY DAMAGE,99,1
2012-03,"NUISANCE, MISCHIEF",J,14
2011-09,"PROPERTY - MISSING, FOUND",O,10
2013-09,AUTO THEFTS,U,56
2012-02,PROSTITUTION,O,4
2011-02,OTHER PROPERTY,F,33
2012-11,PERSON DOWN/INJURY,L,10
2013-05,AUTO THEFTS,B,27
2013-12,CAR PROWL,J,82
2013-09,WEAPONS CALLS,W,2
2011-10,MISCELLANEOUS MISDEMEANORS,E,7
2013-05,OTHER PROPERTY,B,34
2011-12,PROPERTY DAMAGE,M,30
2013-01,ARREST,Q,6
2012-07,SHOPLIFTING,L,31
2013-09,HAZARDS,B,36
2013-06,PERSON DOWN/INJURY,R,5
2012-01,LEWD CONDUCT,N,1
2011-11,PERSON DOWN/INJURY,C,6
2011-04,FALSE ALARMS,F,40
2011-03,"PROPERTY - MISSING, FOUND",E,6
2012-01,BURGLARY,L,43
2011-01,BURGLARY,D,58
2013-08,MENTAL HEALTH,O,22
2013-02,AUTO THEFTS,K,7
2011-03,ACCIDENT INVESTIGATION,E,38
2012-09,PROWLER,O,1
2013-09,"PERSONS - LOST, FOUND, MISSING",K,10
2013-09,OTHER PROPERTY,W,20
2013-01,"PROPERTY - MISSING, FOUND",99,2
2011-08,SUSPICIOUS CIRCUMSTANCES,K,294
2013-07,TRAFFIC RELATED CALLS,M,227
2011-01,TRESPASS,S,16
2012-02,PERSON DOWN/INJURY,W,12
2012-05,AUTO THEFTS,R,29
2011-04,ROBBERY,E,9
2013-07,ROBBERY,C,11
2012-02,MISCELLANEOUS MISDEMEANORS,B,3
2012-04,ANIMAL COMPLAINTS,B,5
2013-06,BURGLARY,D,30
2012-01,SUSPICIOUS CIRCUMSTANCES,NULL,1
2013-05,ANIMAL COMPLAINTS,S,8
2011-06,FALSE ALARMS,M,29
2011-12,PROWLER,L,3
2012-10,WEAPONS CALLS,S,4
2012-08,"PERSONS - LOST, FOUND, MISSING",S,5
2013-12,AUTO THEFTS,N,55
2013-06,ACCIDENT INVESTIGATION,O,107
2012-07,"PROPERTY - MISSING, FOUND",F,18
2013-11,OTHER PROPERTY,Q,23
2012-11,WEAPONS CALLS,J,2
2012-02,TRAFFIC RELATED CALLS,K,245
2012-12,ARREST,L,15
2011-08,ARREST,M,56
2013-03,LEWD CONDUCT,S,1
2012-05,"PROPERTY - MISSING, FOUND",NULL,1
2012-09,"PERSONS - LOST, FOUND, MISSING",O,6
2013-07,DISTURBANCES,F,224
2013-07,WEAPONS CALLS,W,2
2013-09,AUTO THEFTS,N,58
2012-04,ROBBERY,E,8
2011-02,ANIMAL COMPLAINTS,S,6
2013-10,DISTURBANCES,D,164
2011-07,SHOPLIFTING,E,52
2011-03,DRIVE BY (NO INJURY),S,8
2012-06,SUSPICIOUS CIRCUMSTANCES,N,291
2011-05,SUSPICIOUS CIRCUMSTANCES,U,239
2013-02,DISTURBANCES,O,89
2011-11,NARCOTICS COMPLAINTS,J,8
2012-11,ACCIDENT INVESTIGATION,M,99
2012-10,LIQUOR VIOLATIONS,C,67
2011-08,MENTAL HEALTH,C,31
2013-08,ARREST,U,14
2013-08,"THREATS, HARASSMENT",U,14
2013-07,TRESPASS,S,20
2013-07,BURGLARY,M,23
2013-07,ROBBERY,L,5
2011-07,BIKE,W,1
2011-06,TRAFFIC RELATED CALLS,B,244
2013-04,ASSAULTS,M,44
2011-09,TRAFFIC RELATED CALLS,W,173
2012-01,FALSE ALARMS,O,74
2013-03,SUSPICIOUS CIRCUMSTANCES,S,198
2011-07,TRAFFIC RELATED CALLS,J,437
2013-04,LEWD CONDUCT,N,1
2011-11,PROWLER,M,6
2011-12,AUTO THEFTS,R,29
2013-02,SHOPLIFTING,D,31
2013-09,CAR PROWL,NULL,1
2011-11,LEWD CONDUCT,D,6
2013-02,HOMICIDE,G,1
2012-05,FALSE ALARMS,K,28
2011-07,FRAUD CALLS,R,18
2011-09,SUSPICIOUS CIRCUMSTANCES,E,193
2013-04,BIKE,O,1
2011-06,LIQUOR VIOLATIONS,D,170
2013-01,TRESPASS,L,14
2013-08,PERSON DOWN/INJURY,S,5
2012-06,HOMICIDE,D,1
2013-04,PROPERTY DAMAGE,S,23
2012-05,"PERSONS - LOST, FOUND, MISSING",U,5
2012-11,DISTURBANCES,N,147
2012-05,ARREST,B,9
2012-12,BIKE,S,1
2011-04,TRAFFIC RELATED CALLS,Q,213
2012-08,AUTO THEFTS,O,20
2013-09,ASSAULTS,U,26
2013-02,"PERSONS - LOST, FOUND, MISSING",R,1
2012-12,LIQUOR VIOLATIONS,W,11
2012-02,ROBBERY,N,5
2013-03,ARREST,K,78
2013-05,BIKE,N,1
2012-07,ACCIDENT INVESTIGATION,G,77
2013-12,FALSE ALARMS,G,37
2012-10,"PROPERTY - MISSING, FOUND",U,22
2013-05,PROWLER,G,1
2012-06,AUTO THEFTS,Q,23
2013-08,OTHER PROPERTY,D,64
2012-08,CAR PROWL,B,40
2013-09,ACCIDENT INVESTIGATION,S,7
2011-12,LIQUOR VIOLATIONS,E,142
2011-07,"PERSONS - LOST, FOUND, MISSING",K,7
2011-05,WEAPONS CALLS,K,4
2012-04,TRAFFIC RELATED CALLS,E,321
2011-06,PROWLER,B,2
2012-09,WEAPONS CALLS,L,1
2011-04,SUSPICIOUS CIRCUMSTANCES,K,244
2011-06,MENTAL HEALTH,M,72
2011-08,"PROPERTY - MISSING, FOUND",N,22
2012-02,PROPERTY DAMAGE,F,42
2011-05,"PERSONS - LOST, FOUND, MISSING",K,1
2012-01,LEWD CONDUCT,D,3
2012-06,ACCIDENT INVESTIGATION,D,118
2012-01,LIQUOR VIOLATIONS,S,1
2013-10,MISCELLANEOUS MISDEMEANORS,M,13
2011-09,"THREATS, HARASSMENT",J,19
2013-10,NARCOTICS COMPLAINTS,U,30
2013-04,WEAPONS CALLS,W,3
2012-12,SHOPLIFTING,C,10
2012-04,LEWD CONDUCT,E,8
2013-07,DISTURBANCES,G,190
2013-10,TRAFFIC RELATED CALLS,W,284
2012-06,BURGLARY,N,38
2011-06,ROBBERY,C,7
2011-07,ANIMAL COMPLAINTS,U,7
2012-08,OTHER PROPERTY,E,35
2012-12,NARCOTICS COMPLAINTS,J,10
2013-11,LIQUOR VIOLATIONS,C,65
2011-08,"PROPERTY - MISSING, FOUND",C,22
2011-10,HAZARDS,S,4
2013-10,BURGLARY,M,29
2012-05,ARREST,L,10
2012-02,AUTO THEFTS,K,6
2011-11,HARBOR CALLS,L,2
2012-08,OTHER PROPERTY,F,32
2011-04,HARBOR CALLS,R,1
2011-01,ANIMAL COMPLAINTS,U,1
2011-10,PROPERTY DAMAGE,J,20
2012-07,SHOPLIFTING,J,20
2011-07,FRAUD CALLS,J,28
2012-08,OTHER PROPERTY,O,36
2012-04,TRESPASS,G,21
2012-12,"PROPERTY - MISSING, FOUND",U,18
2013-01,MENTAL HEALTH,W,23
2013-07,HAZARDS,K,22
2011-10,LEWD CONDUCT,D,2
2012-02,MISCELLANEOUS MISDEMEANORS,L,5
2013-03,TRAFFIC RELATED CALLS,G,191
2012-08,SUSPICIOUS CIRCUMSTANCES,O,170
2013-01,MISCELLANEOUS MISDEMEANORS,J,2
2012-03,ANIMAL COMPLAINTS,O,4
2012-01,ASSAULTS,S,19
2011-04,FRAUD CALLS,D,17
2013-07,SHOPLIFTING,N,53
2011-04,DISTURBANCES,C,108
2013-06,FALSE ALARMS,B,67
2011-07,ASSAULTS,O,29
2012-07,ACCIDENT INVESTIGATION,B,92
2011-12,FRAUD CALLS,O,10
2013-08,PERSON DOWN/INJURY,R,6
2011-10,ROBBERY,E,9
2012-05,ASSAULTS,W,22
2013-06,TRESPASS,M,66
2013-04,HAZARDS,U,19
2013-07,PERSON DOWN/INJURY,E,10
2013-11,PROWLER,J,5
2012-02,"NUISANCE, MISCHIEF",E,18
2013-01,NARCOTICS COMPLAINTS,W,4
2011-10,MISCELLANEOUS MISDEMEANORS,C,8
2011-10,BIKE,E,13
2012-10,TRESPASS,B,20
2012-01,BIKE,R,1
2013-09,HAZARDS,D,31
2011-05,FRAUD CALLS,W,17
2013-10,HAZARDS,D,24
2012-03,AUTO THEFTS,O,34
2013-03,SUSPICIOUS CIRCUMSTANCES,F,176
2012-05,FALSE ALARMS,L,61
2011-08,PROSTITUTION,K,3
2011-07,ACCIDENT INVESTIGATION,J,118
2013-05,BIKE,M,11
2012-06,"THREATS, HARASSMENT",U,18
2011-04,FALSE ALARMS,U,31
2012-01,SUSPICIOUS CIRCUMSTANCES,N,173
2012-11,"THREATS, HARASSMENT",Q,7
2012-06,"THREATS, HARASSMENT",F,19
2011-06,NARCOTICS COMPLAINTS,L,17
2011-10,PERSON DOWN/INJURY,M,24
2011-07,BURGLARY,F,30
2013-06,OTHER PROPERTY,99,1
2012-04,HAZARDS,J,18
2011-06,"PERSONS - LOST, FOUND, MISSING",W,11
2012-08,MENTAL HEALTH,N,60
2012-05,BURGLARY,J,32
2012-04,NARCOTICS COMPLAINTS,J,17
2013-06,BURGLARY,B,46
2013-02,ROBBERY,W,9
2013-01,AUTO THEFTS,J,43
2012-12,OTHER VICE,K,1
2012-08,AUTO THEFTS,D,32
2012-08,"PERSONS - LOST, FOUND, MISSING",U,2
2011-01,FRAUD CALLS,Q,17
2011-02,AUTO THEFTS,L,9
2011-03,TRESPASS,S,9
2012-02,ASSAULTS,U,10
2012-01,WEAPONS CALLS,G,2
2012-04,OTHER VICE,W,1
2011-07,MENTAL HEALTH,U,19
2013-02,ARREST,J,13
2011-09,"THREATS, HARASSMENT",W,23
2011-09,MENTAL HEALTH,K,52
2013-07,BIKE,L,5
2011-08,AUTO THEFTS,N,53
2012-08,AUTO THEFTS,E,12
2012-07,PROWLER,U,3
2011-02,MISCELLANEOUS MISDEMEANORS,S,4
2011-07,DRIVE BY (NO INJURY),L,1
2013-11,LEWD CONDUCT,J,1
2012-05,HOMICIDE,D,1
2013-10,ARREST,S,9
2011-08,"PROPERTY - MISSING, FOUND",Q,9
2012-11,"PERSONS - LOST, FOUND, MISSING",B,4
2011-02,HARBOR CALLS,U,1
2012-02,"PERSONS - LOST, FOUND, MISSING",S,5
2011-09,PROSTITUTION,R,6
2012-02,PROWLER,E,1
2013-01,ACCIDENT INVESTIGATION,D,92
2012-03,WEAPONS CALLS,F,4
2013-12,HAZARDS,M,16
2012-05,"PERSONS - LOST, FOUND, MISSING",C,8
2012-01,FRAUD CALLS,N,17
2013-03,OTHER PROPERTY,K,53
2013-01,"PROPERTY - MISSING, FOUND",D,23
2012-08,PROSTITUTION,N,28
2013-02,SHOPLIFTING,J,9
2013-02,SUSPICIOUS CIRCUMSTANCES,R,157
2012-07,TRAFFIC RELATED CALLS,L,116
2012-10,"NUISANCE, MISCHIEF",B,19
2012-03,BIKE,G,1
2011-06,MENTAL HEALTH,W,21
2013-02,LIQUOR VIOLATIONS,E,114
2013-11,HAZARDS,B,25
2012-03,BURGLARY,R,38
2013-09,ANIMAL COMPLAINTS,Q,2
2013-08,MISCELLANEOUS MISDEMEANORS,W,73
2013-04,MENTAL HEALTH,Q,25
2013-03,PROSTITUTION,S,1
2013-12,PERSON DOWN/INJURY,U,4
2011-05,"PERSONS - LOST, FOUND, MISSING",N,12
2013-06,ARREST,S,7
2011-03,BIKE,K,1
2011-01,MISCELLANEOUS MISDEMEANORS,J,5
2012-05,MENTAL HEALTH,N,49
2012-05,ROBBERY,U,14
2012-09,SHOPLIFTING,C,9
2011-10,MISCELLANEOUS MISDEMEANORS,Q,3
2012-06,BURGLARY,D,29
2013-02,DISTURBANCES,S,82
2012-12,BURGLARY,D,50
2011-03,PROPERTY DAMAGE,F,14
2013-08,ANIMAL COMPLAINTS,W,17
2013-06,TRAFFIC RELATED CALLS,O,240
2013-11,"THREATS, HARASSMENT",R,12
2012-12,FRAUD CALLS,K,13
2013-05,WEAPONS CALLS,W,1
2013-10,HAZARDS,G,6
2012-03,"NUISANCE, MISCHIEF",F,12
2011-03,SUSPICIOUS CIRCUMSTANCES,F,136
2012-03,"PERSONS - LOST, FOUND, MISSING",C,1
2013-04,ASSAULTS,J,18
2013-04,DISTURBANCES,J,141
2012-03,FAILURE TO REGISTER (SEX OFFENDER),E,1
2012-07,PROPERTY DAMAGE,O,26
2013-01,"NUISANCE, MISCHIEF",L,7
2011-12,BURGLARY,S,56
2013-04,NARCOTICS COMPLAINTS,J,11
2012-07,ASSAULTS,U,28
2013-09,NARCOTICS COMPLAINTS,U,24
2012-08,FRAUD CALLS,R,12
2011-02,CAR PROWL,O,41
2013-03,ARREST,M,57
2013-07,AUTO THEFTS,R,39
2012-05,LIQUOR VIOLATIONS,S,10
2011-11,SHOPLIFTING,S,18
2012-05,BIKE,C,6
2013-06,HARBOR CALLS,R,1
2011-05,"NUISANCE, MISCHIEF",W,18
2011-02,FRAUD CALLS,G,11
2013-04,SUSPICIOUS CIRCUMSTANCES,M,219
2011-11,RECKLESS BURNING,J,1
2011-06,PERSON DOWN/INJURY,S,5
2011-02,LEWD CONDUCT,Q,4
2011-04,"NUISANCE, MISCHIEF",J,26
2012-01,TRAFFIC RELATED CALLS,L,142
2012-11,TRESPASS,O,15
2013-03,DRIVE BY (NO INJURY),G,2
2011-10,FRAUD CALLS,U,17
2013-01,AUTO THEFTS,M,18
2012-07,PROSTITUTION,U,1
2011-07,LEWD CONDUCT,O,9
2012-08,HARBOR CALLS,C,4
2011-12,PROSTITUTION,K,2
2011-05,PERSON DOWN/INJURY,J,11
2013-03,WEAPONS CALLS,G,2
2011-04,PROPERTY DAMAGE,K,18
2013-08,BIKE,D,14
2011-03,PROSTITUTION,F,2
2013-11,BURGLARY,N,38
2012-09,PROSTITUTION,N,41
2013-03,HAZARDS,R,5
2011-09,TRAFFIC RELATED CALLS,B,208
2011-04,MENTAL HEALTH,G,13
2012-03,TRAFFIC RELATED CALLS,N,154
2011-11,BIKE,Q,1
2013-10,SUSPICIOUS CIRCUMSTANCES,G,141
2012-12,BURGLARY,M,44
2012-07,CAR PROWL,C,37
2012-02,FRAUD CALLS,N,22
2013-01,MISCELLANEOUS MISDEMEANORS,L,2
2011-06,ROBBERY,L,2
2013-07,WEAPONS CALLS,M,8
2011-11,"PROPERTY - MISSING, FOUND",Q,8
2011-03,FRAUD CALLS,K,13
2012-08,ASSAULTS,E,22
2013-08,WEAPONS CALLS,J,3
2013-04,PERSON DOWN/INJURY,M,25
2011-11,WEAPONS CALLS,Q,1
2011-12,ROBBERY,K,10
2012-04,"NUISANCE, MISCHIEF",N,11
2013-06,LEWD CONDUCT,F,1
2011-12,ACCIDENT INVESTIGATION,M,79
2011-07,PROSTITUTION,E,2
2012-01,ROBBERY,G,9
2012-06,"PROPERTY - MISSING, FOUND",L,15
2011-05,PROPERTY DAMAGE,K,20
2011-02,PROPERTY DAMAGE,Q,22
2012-06,TRESPASS,B,11
2012-04,ANIMAL COMPLAINTS,F,4
2013-06,CAR PROWL,M,95
2012-09,SUSPICIOUS CIRCUMSTANCES,L,238
2011-07,"THREATS, HARASSMENT",E,16
2011-06,"PROPERTY - MISSING, FOUND",S,6
2013-03,NARCOTICS COMPLAINTS,E,32
2011-07,OTHER PROPERTY,U,56
2013-01,MISCELLANEOUS MISDEMEANORS,C,2
2013-06,MISCELLANEOUS MISDEMEANORS,K,21
2011-12,FRAUD CALLS,B,14
2013-05,FALSE ALARMS,Q,68
2011-08,AUTO THEFTS,F,33
2012-08,PERSON DOWN/INJURY,L,5
2011-08,MISCELLANEOUS MISDEMEANORS,C,22
2011-05,SUSPICIOUS CIRCUMSTANCES,R,196
2013-11,CAR PROWL,M,76
2013-03,ACCIDENT INVESTIGATION,O,90
2013-06,ARREST,99,1
2011-09,FALSE ALARMS,F,29
2011-06,SUSPICIOUS CIRCUMSTANCES,B,312
2013-08,ANIMAL COMPLAINTS,U,3
2012-02,ACCIDENT INVESTIGATION,B,76
2011-01,ASSAULTS,NULL,1
2012-01,TRAFFIC RELATED CALLS,99,9
2013-12,ASSAULTS,G,7
2011-12,"THREATS, HARASSMENT",C,8
2013-06,PROPERTY DAMAGE,F,41
2012-07,NARCOTICS COMPLAINTS,NULL,4
2013-10,HAZARDS,F,16
2013-11,TRESPASS,G,17
2013-10,LEWD CONDUCT,C,4
2011-07,FRAUD CALLS,M,21
2012-07,OTHER VICE,L,1
2013-05,BURGLARY,U,70
2011-01,PERSON DOWN/INJURY,D,25
2012-07,LIQUOR VIOLATIONS,E,124
2011-01,PROPERTY DAMAGE,U,35
2011-11,DISTURBANCES,99,1
2012-02,ACCIDENT INVESTIGATION,S,65
2012-04,SUSPICIOUS CIRCUMSTANCES,W,214
2012-08,"PERSONS - LOST, FOUND, MISSING",W,5
2013-06,BURGLARY,W,46
2013-01,ARREST,E,34
2013-03,ROBBERY,S,8
2013-10,ROBBERY,D,7
2013-09,ROBBERY,O,4
2013-01,ROBBERY,C,9
2012-08,RECKLESS BURNING,Q,2
2012-05,NARCOTICS COMPLAINTS,W,10
2011-09,"NUISANCE, MISCHIEF",O,35
2012-07,BIKE,R,3
2011-07,"PERSONS - LOST, FOUND, MISSING",O,11
2013-12,PROSTITUTION,S,4
2012-11,PERSON DOWN/INJURY,W,6
2012-12,BURGLARY,R,39
2013-03,PERSON DOWN/INJURY,Q,7
2012-02,BURGLARY,Q,24
2012-09,MISCELLANEOUS MISDEMEANORS,O,3
2011-09,DISTURBANCES,R,146
2011-02,TRAFFIC RELATED CALLS,N,269
2013-05,FRAUD CALLS,E,11
2012-08,HOMICIDE,J,1
2013-02,CAR PROWL,L,35
2013-11,BURGLARY,O,41
2013-03,HAZARDS,U,14
2013-04,OTHER PROPERTY,L,37
2012-10,LIQUOR VIOLATIONS,O,121
2011-12,SUSPICIOUS CIRCUMSTANCES,NULL,1
2011-09,BIKE,M,13
2012-04,FRAUD CALLS,C,13
2012-05,CAR PROWL,G,34
2011-03,PERSON DOWN/INJURY,L,7
2013-08,ACCIDENT INVESTIGATION,S,73
2012-05,FALSE ALARMS,W,85
2013-04,"THREATS, HARASSMENT",B,16
2012-10,ASSAULTS,99,1
2011-11,TRESPASS,G,9
2012-08,LIQUOR VIOLATIONS,B,17
2013-01,"PERSONS - LOST, FOUND, MISSING",F,12
2012-12,PROSTITUTION,K,1
2013-12,DISTURBANCES,D,173
2011-11,HARBOR CALLS,E,3
2013-08,FALSE ALARMS,M,37
2011-11,BURGLARY,E,14
2013-01,"THREATS, HARASSMENT",Q,26
2012-02,OTHER VICE,G,1
2013-03,WEAPONS CALLS,N,7
2011-05,BURGLARY,G,32
2011-08,MISCELLANEOUS MISDEMEANORS,K,33
2012-12,PERSON DOWN/INJURY,M,27
2012-07,PROWLER,S,6
2011-05,SHOPLIFTING,N,42
2013-08,CAR PROWL,Q,39
2012-12,FRAUD CALLS,E,17
2012-10,PROWLER,E,3
2011-02,OTHER PROPERTY,R,38
2011-02,MISCELLANEOUS MISDEMEANORS,E,11
2013-09,CAR PROWL,J,42
2013-01,SUSPICIOUS CIRCUMSTANCES,Q,196
2012-10,AUTO THEFTS,F,58
2013-07,MISCELLANEOUS MISDEMEANORS,G,4
2012-08,FRAUD CALLS,C,22
2011-07,ROBBERY,N,8
2011-03,SUSPICIOUS CIRCUMSTANCES,K,222
2012-05,"PERSONS - LOST, FOUND, MISSING",N,14
2013-10,HOMICIDE,O,4
2011-02,AUTO THEFTS,E,14
2012-06,BIKE,E,7
2011-12,MENTAL HEALTH,B,24
2012-10,ACCIDENT INVESTIGATION,S,87
2013-11,CAR PROWL,N,69
2012-12,ANIMAL COMPLAINTS,G,3
2011-01,ROBBERY,N,5
2011-06,DISTURBANCES,E,218
2012-01,"THREATS, HARASSMENT",S,16
2012-11,BURGLARY,U,70
2013-07,MENTAL HEALTH,W,18
2013-08,SHOPLIFTING,S,17
2013-01,MENTAL HEALTH,L,40
2011-02,DISTURBANCES,B,95
2013-10,PROPERTY DAMAGE,M,26
2011-06,"PROPERTY - MISSING, FOUND",W,10
2013-07,OTHER PROPERTY,O,25
2013-06,CAR PROWL,C,38
2012-08,SHOPLIFTING,W,18
2013-01,PROWLER,J,2
2011-07,FRAUD CALLS,N,25
2011-10,MENTAL HEALTH,G,12
2011-11,CAR PROWL,J,71
2013-01,AUTO THEFTS,R,21
2013-02,WEAPONS CALLS,G,1
2012-11,ACCIDENT INVESTIGATION,J,113
2012-06,PROSTITUTION,S,2
2012-07,DISTURBANCES,B,224
2012-07,PROSTITUTION,O,1
2011-04,CAR PROWL,K,65
2011-09,NARCOTICS COMPLAINTS,NULL,1
2012-11,ASSAULTS,M,48
2012-03,PROPERTY DAMAGE,J,29
2012-12,BURGLARY,S,30
2012-07,CAR PROWL,M,64
2012-02,ANIMAL COMPLAINTS,S,2
2013-04,BURGLARY,O,27
2012-05,ACCIDENT INVESTIGATION,Q,80
2011-03,WEAPONS CALLS,U,4
2011-01,HARBOR CALLS,C,2
2011-04,TRAFFIC RELATED CALLS,N,307
2011-12,FRAUD CALLS,F,19
2013-05,NARCOTICS COMPLAINTS,D,31
2011-01,DISTURBANCES,J,136
2012-09,TRESPASS,G,22
2011-03,"THREATS, HARASSMENT",W,14
2011-08,HAZARDS,C,12
2013-12,LEWD CONDUCT,K,7
2011-12,OTHER PROPERTY,W,42
2011-11,AUTO THEFTS,Q,16
2012-05,ASSAULTS,M,41
2011-11,OTHER VICE,J,2
2012-11,HOMICIDE,R,1
2012-10,MENTAL HEALTH,O,22
2012-02,PERSON DOWN/INJURY,C,9
2012-04,"THREATS, HARASSMENT",E,20
2011-10,BURGLARY,J,40
2013-05,"PERSONS - LOST, FOUND, MISSING",U,1
2011-10,"THREATS, HARASSMENT",O,14
2011-03,OTHER VICE,M,1
2011-11,SHOPLIFTING,M,61
2013-04,"NUISANCE, MISCHIEF",Q,32
2011-03,MENTAL HEALTH,O,14
2013-10,"PROPERTY - MISSING, FOUND",W,14
2012-07,LIQUOR VIOLATIONS,O,107
2012-01,AUTO THEFTS,S,20
2012-12,HAZARDS,L,8
2012-02,LEWD CONDUCT,W,2
2012-01,MENTAL HEALTH,B,28
2012-06,PERSON DOWN/INJURY,D,30
2011-02,WEAPONS CALLS,D,1
2011-06,CAR PROWL,R,33
2012-08,TRAFFIC RELATED CALLS,G,234
2013-05,DISTURBANCES,NULL,2
2011-06,PROPERTY DAMAGE,N,29
2012-08,ASSAULTS,C,14
2013-11,SHOPLIFTING,F,21
2011-03,FRAUD CALLS,U,13
2011-06,TRESPASS,W,11
2011-03,FRAUD CALLS,Q,15
2013-09,SUSPICIOUS CIRCUMSTANCES,U,252
2011-05,ARREST,G,20
2011-04,ACCIDENT INVESTIGATION,W,81
2013-12,OTHER VICE,L,1
2011-02,LEWD CONDUCT,C,2
2012-10,MENTAL HEALTH,D,62
2011-11,LEWD CONDUCT,M,3
2012-08,SHOPLIFTING,L,54
2011-01,LIQUOR VIOLATIONS,F,5
2011-11,"PERSONS - LOST, FOUND, MISSING",J,5
2013-08,MISCELLANEOUS MISDEMEANORS,C,12
2012-08,OTHER VICE,Q,1
2011-11,FRAUD CALLS,S,11
2011-06,DRIVE BY (NO INJURY),F,1
2012-05,FRAUD CALLS,M,12
2013-03,OTHER VICE,K,1
2012-02,ROBBERY,R,9
2011-05,ASSAULTS,E,30
2011-03,PROSTITUTION,Q,1
2012-06,PROWLER,L,2
2012-06,BIKE,K,2
2011-10,AUTO THEFTS,99,1
2012-12,SUSPICIOUS CIRCUMSTANCES,C,203
2012-07,FALSE ALARMS,M,27
2011-01,PROPERTY DAMAGE,B,36
2013-03,BIKE,D,5
2013-04,LIQUOR VIOLATIONS,B,14
2011-05,FAILURE TO REGISTER (SEX OFFENDER),E,1
2013-01,TRAFFIC RELATED CALLS,J,299
2012-04,FALSE ALARMS,O,67
2012-07,LEWD CONDUCT,U,3
2012-08,HAZARDS,U,17
2013-08,ASSAULTS,Q,12
2013-03,WEAPONS CALLS,D,1
2013-12,BURGLARY,J,56
2013-05,PROPERTY DAMAGE,D,31
2013-08,ROBBERY,R,15
2011-02,PROWLER,J,4
2011-11,PROWLER,K,4
2011-08,SUSPICIOUS CIRCUMSTANCES,E,293
2013-04,BURGLARY,L,65
